code_key;q1;q2;q3;q4;q4a;q6;q7;q8;q9;q10;q11;q12;q13;q14;q14a;q15;q16;q17;q18;q20;q21;q22;q22a;q22b;q23;q24;q39;q40;q41;q42;q43;q44;q45;q45a;q73;q74;table30_2
1401622;;;;;;;ارض طيبة;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401623;;;;;;;الرونق;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401644;;;;;;;الفرح/2 النموذجية المختلطة;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401645;;;;;;;الفرح / 1 النموذجية للينات;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401646;;;;;;;الفرح / 1 النموذجية المختلطة;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401647;;;;;;;الفرح /2 النموذجية للبنات;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401649;;;;;;;الرفعة;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401550;;;;;;;عبدالزهرة عنوز;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401665;;;;;;;زهور الغد الاساسية (قرض);1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401664;;;;;;; تراث النجف الاساسية;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401680;;;;;;;الشهيد ثائر الهلالي;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401666;;;;;;;ثمرة العلم;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401709;;;;;;;زهور السوسن;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400324;;;;;;;الكاظمي;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400325;;;;;;;الاصمعي;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400326;;;;;;;غرناطــة;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400327;;;;;;;الفجر الجديد;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400328;;;;;;;الشموس;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400329;;;;;;;الأنـــوار;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400330;;;;;;;الجيل الجديد;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400331;;;;;;;المعـــالي;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400356;;;;;;;القسطل;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400332;;;;;;;محمد تقي الخوئي;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400333;;;;;;;الحبــوبي;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400334;;;;;;;النجـــوم;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400335;;;;;;;مريم العذراء ;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400504;;;;;;;الحسن المجتبى;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400505;;;;;;;سيد الشهداء;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400506;;;;;;;إقـــــرأ;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400507;;;;;;;انوار الصحراء;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400508;;;;;;;شهداء جسر الائمة;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400509;;;;;;;العراق الجديد;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400510;;;;;;;أيــــوب;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400511;;;;;;;الغاضرية;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400512;;;;;;;عابس الشاكري;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400514;;;;;;;المدثر;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400689;;;;;;;الشهيد مصطفى الصدر;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400839;;;;;;;دار العلم;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400840;;;;;;;مكارم الاخلاق;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400841;;;;;;;الليث الابيض;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400842;;;;;;;القسيم;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400843;;;;;;;فاطمة الكبرى;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400930;;;;;;;كرماء العرب;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400931;;;;;;;درة الشام;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400932;;;;;;;زينة الحياة ;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400933;;;;;;;حاتم الطائي;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400994;;;;;;;ذو الكفل;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400994;;;;;;;ابي الاحرار;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401066;;;;;;;الاعراف;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401088;;;;;;;تلعفر;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401090;;;;;;;امرلي;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401091;;;;;;;النبي يونس (ع);1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401133;;;;;;;المن والسلوى;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401134;;;;;;;المرتجى;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401189;;;;;;;سنجار;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401269;;;;;;;العين;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401276;;;;;;;احفاد حاتم الطائي;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401447;;;;;;;البوادي ;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401542;;;;;;;النسور;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401543;;;;;;;البراءة;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401454;;;;;;;رسول الرحمة;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400336;;;;;;;الشبكة ;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400322;;;;;;;صيـــدا الاساسية;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400323;;;;;;;الرحبة;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400546;;;;;;;عبد القادر الحسيني;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400547;;;;;;;البطولة;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400549;;;;;;;المعراج;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400717;;;;;;;الرضوية;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400749;;;;;;;الاطهار;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400803;;;;;;;الوتر;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401142;;;;;;;الشجاعة;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401143;;;;;;;الشهيدة امية جبارة;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401144;;;;;;;ام وهب;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401224;;;;;;;الصادقين;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401225;;;;;;;شهداء الرضوية;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401314;;;;;;;الوئام;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401386;;;;;;;الكتاب;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401474;;;;;;;نور العلم ;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400716;;;;;;;شمس الشموس;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401001;;;;;;;الام العراقية;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401544;;;;;;;نبع الكوثر;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401685;;;;;;;راية الحسين ع ;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401501;;;;;;;شمس الحق;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400187;;;;;;;الرهيمـة;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400192;;;;;;;التسامح ;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400837;;;;;;;العزية;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400992;;;;;;;الشهيد حامد شبر;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401129;;;;;;;مدينة الرسول ;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401577;;;;;;;العلياء ;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401130;;;;;;;الشهيد مثنى الكلابي ;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400337;;;;;;;ابن حيان;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400338;;;;;;;الكوفة العقيلية;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400339;;;;;;;المختارية;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400340;;;;;;;السهيليــة;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400342;;;;;;;الكميــت;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400343;;;;;;;الكميليــة;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400344;;;;;;;بلال الحبشي;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400345;;;;;;;عمار بن ياسر;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400346;;;;;;;المتنبــي;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400347;;;;;;;المقداد;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400348;;;;;;;المصطفى الأساسية;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400349;;;;;;;الصحابة;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400350;;;;;;;كنــــدة;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400352;;;;;;;الرافدين;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400353;;;;;;;الشهيد الصباغ;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400354;;;;;;;الضفاف;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400357;;;;;;;مسلم بن عقيل;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400358;;;;;;;الفاطمية;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400359;;;;;;;الحكمة;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400360;;;;;;;ال البيت;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400361;;;;;;;ذات النطاقين;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400362;;;;;;;البويب;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400363;;;;;;;اور;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400364;;;;;;;السجود;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400365;;;;;;;السويس;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400366;;;;;;;خديجة;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400368;;;;;;;الاسكندرونة;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400369;;;;;;;الانعــام;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400370;;;;;;;سينـــاء;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400371;;;;;;;تل الزعتر;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400372;;;;;;;المناهل;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400373;;;;;;;ام سلمة;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400374;;;;;;;نابلـــس;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400375;;;;;;;المثنـــى;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400376;;;;;;;ميســــان ;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400377;;;;;;;السيـــاب;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400378;;;;;;;المزدلفة;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400379;;;;;;;الاخلاص;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400380;;;;;;;عرفـــات;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400381;;;;;;;الصفا والمروة;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400382;;;;;;;البيت العتيق;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400383;;;;;;;مكة المكرمة;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400384;;;;;;;المؤمنات;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400385;;;;;;;بنت الهدى;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400386;;;;;;;النعيـــم;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400387;;;;;;;السبطين;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400388;;;;;;;رشيد الهجري;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400389;;;;;;;البقيـــع;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400391;;;;;;;المهـــدي;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400392;;;;;;;ميثم التمار;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400393;;;;;;;العروة الوثقى;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400394;;;;;;;الطالبيـــة;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400395;;;;;;;طوعة المرادية;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400396;;;;;;;الامام موسى بن جعفر;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400397;;;;;;;العباس بن عبد المطلب;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400398;;;;;;;طيبـــة;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400399;;;;;;;جنات النعيم;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400400;;;;;;;بطل خيبر;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400401;;;;;;;ابن بطوطة;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400402;;;;;;;الرقــــة;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400403;;;;;;;مسلم بن عوسجة;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400404;;;;;;;الفرقدين;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400405;;;;;;;الفـــواطم;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400406;;;;;;;المتقيـــن;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400407;;;;;;;الاسماء الحسنى;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400408;;;;;;;سلسبيل;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400409;;;;;;;الميامين;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400410;;;;;;;النبأ العظيم;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400513;;;;;;;العلـــوية;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400515;;;;;;;العباس بن علي;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400516;;;;;;;الطـــف;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400517;;;;;;;الانشراح;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400627;;;;;;;عبد الصاحب دخيل;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400628;;;;;;;براثــــا;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400690;;;;;;;سفينة النجاة;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400691;;;;;;;اللؤلؤ المنثور;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400692;;;;;;;البهـــاء;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400693;;;;;;;الطـــور;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400694;;;;;;;الشهيد عارف البصري;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400722;;;;;;;شيبة الحمد;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400750;;;;;;;الوارثين;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400764;;;;;;;البيـــداء;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400767;;;;;;;رايات الحق;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400824;;;;;;;المؤاخاة;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400845;;;;;;;خد العذراء;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400896;;;;;;;الشهيد شاكر الكفائي;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400934;;;;;;;مصباح الهداية;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401013;;;;;;;الذكر الحكيم;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401092;;;;;;;سيد ابراهيم الغمر;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401093;;;;;;;الميزان;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401135;;;;;;;الشهيد طالب عبيد الحدراوي;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401136;;;;;;;انوار الامين;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401137;;;;;;;الشهيد صلاح محمد رضا شربة;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401138;;;;;;;حسين عبود الحسن;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401139;;;;;;;الشهيد عبد الهادي عبود الجبوري;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401392;;;;;;;الربوة;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401393;;;;;;;الوارقة;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401545;;;;;;;سمير العلاق;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401546;;;;;;;الحجرات;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401638;;;;;;;منة المنان;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401394;;;;;;;عبدالكريم عبدالامير الفحام ;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401433;;;;;;;الشهيد مهدي غني الكوفي;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400341;;;;;;;هاني بن عروة;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400351;;;;;;;الاهرام;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400518;;;;;;;نور الزهراء;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400355;;;;;;;طرابلس;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400367;;;;;;;الازدهار;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400390;;;;;;;بطلة كربلاء;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400718;;;;;;;الشهيد علي الرماحي;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400844;;;;;;;سيد الوصيين;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400882;;;;;;;حامل اللواء;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401014;;;;;;;زيد بن صوحان;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401306;;;;;;;راعي الاصلاح;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401307;;;;;;;الرؤية;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401492;;;;;;;الهاشميات;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401560;;;;;;;الصفوة الطاهرة;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401561;;;;;;;النقاء ;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400411;;;;;;;العباسية;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400412;;;;;;;الفارابي;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400413;;;;;;;الاحسان;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400414;;;;;;;الخلـــود;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400415;;;;;;;الافنـــان;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400416;;;;;;;الجوادين;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400417;;;;;;;المعـــري;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400418;;;;;;;الادريسي;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400419;;;;;;;اســـوان;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400420;;;;;;;البحتري;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400421;;;;;;;النيـــل;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400422;;;;;;;امير المؤمنين;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400423;;;;;;;ابن ماجد;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400424;;;;;;;بور سعيد;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400425;;;;;;;العـــدل;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400426;;;;;;;الرصافي;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400427;;;;;;;الحيـــاة;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400428;;;;;;;المقاتل العربي;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400429;;;;;;;بابــــل;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400430;;;;;;;المكارم;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400431;;;;;;;اسامــة بن زيد;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400432;;;;;;;اجنادين;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400433;;;;;;;الفراهيدي;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400434;;;;;;;الاندلس;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400435;;;;;;;الصمود;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400436;;;;;;;القيروان;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400437;;;;;;;الايثـــار ;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400438;;;;;;;زنوبيا;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400439;;;;;;;شط العرب;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400440;;;;;;;الرارنجية;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400441;;;;;;;الزوراء;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400442;;;;;;;المفاخــر;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400443;;;;;;;المشاعل;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400444;;;;;;;ذات الصواري;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400445;;;;;;;ظفـــار;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400446;;;;;;;زرقاء اليمامة;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400447;;;;;;;العلويين;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400448;;;;;;;زينب بنت علي ;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400449;;;;;;;الرحمن;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400450;;;;;;;شهيد المحراب;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400632;;;;;;;الرائـــد;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400633;;;;;;;محمد بن الحسن المثنى;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400634;;;;;;;زهير بن القين;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400695;;;;;;;الخاشعين;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400802;;;;;;;الدر المكنون;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400806;;;;;;;الزقورة;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400823;;;;;;;الشهيد عبد الزهرة السلامي;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400846;;;;;;;الطيبات;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400897;;;;;;;الفائزين;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401140;;;;;;;ريحانة المصطفى;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401190;;;;;;;الزاهدين;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401222;;;;;;;شهداء العباسية;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401223;;;;;;;السيدة حكيمة;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401395;;;;;;;بشائر النصر;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401396;;;;;;;الاصائل;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401398;;;;;;;الفسائل;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401434;;;;;;;الانهار;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401562;;;;;;;وردة الصباح;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401563;;;;;;;زهير مراد الاسدي;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401625;;;;;;;غافر الأساسية;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401435;;;;;;;المهيار ;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400451;;;;;;;ابن خلدون;2;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400452;;;;;;;الاصلاح(الشماخية );2;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400453;;;;;;;الغزالي;2;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400454;;;;;;;الجماهير;2;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400455;;;;;;;القنيطرة;2;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400456;;;;;;;لبنان العربي;2;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400457;;;;;;;ابن سينا;2;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400458;;;;;;;امنة بنت وهب;2;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
